ORNEK_NO,old_id,new_id,BOLGE_ADI,MUDURLUK_ADI,SEFLIK_ADI,NAD_X,NAD_Y,PLANDAKI_MESCERE_TIPI,AKTUEL_MES_TIP,BONITET,BOLME_NO,EGIM,BAKI,RAKIM,UTM_X,UTM_Y,IL_ADI,ILCE_ADI,IKLIM_TIPI,ORIJIN,ISLETME_SEKLI,KARISIM_SEKLI,KAPALILIK_DURUMU,LOKAL_KONUM,ONCEKI_ARAZI,MEVCUT_ARAZI,STATU_VE_TESCIL,STATUSU,TKGM_2021_,TAPUCINSAC,PARSEL_TUR,ARAZI_KUL,ISLETME_DURUMU,ORMAN_FORMU,MULKIYET,KATLILIK_DURUMU,GELISIM_CAGI,KORUMA_AMACLI_ONLEM,KORUMA_AMACLI_ONLEM_SEKLI,İŞLETME_AMAÇLARI,DOGAL_GENCLIK,DAGILIM,DIGER_VEJETASYON_TURU,DIGER_VEJETASYON_TIPI,YUZEYSEL_TASLIK,DIS_TOPRAK,DIS_TOPRAK_ORTULU,DIS_TOPRAK_CIPLAK_DURUMU,OLU_ORTU_TIPI,OLU_ORTU_TIPI_ESAS_TUR_KARISIMI,OLU_ORTU_KALINLIGI_MUL,OLU_ORTU_KALINLIGI_HUMUS,OLU_ORTU_CURUNTULU_MUL,ENVANTER_EKIBI,ENVANTER_TARIHI,YIL,BLOK,INTERSEPSIYON,TRANSPIRASYON,EVAPORASYON,KAYIP,VERIM,ORT_YAGIS,ORT_SICAKLIK
37290,,,İSTANBUL,Edirne,UZUNKÖPRÜ,26.83979,41.361494,Z,Z,0,14,9,Düzlük,69,486600,4578900,Edirne,Uzunköprü,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,Bilinmiyor,Bilinmiyor,Statüsüz,,,,,,İşletilmeyen ,Açıklık Alan,Özel,Yok,,-1,,Kadastro Dışı Ağaçlık Alan ,Yok,,,,,,Yok,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,22-07-2020,2020,5,24.765,26.035,111.125,161.925,473.075,635,13.7
37330,,,İSTANBUL,Edirne,UZUNKÖPRÜ,26.840055,41.253402,BMc,BMc,0,54,14,Kuzey,107,486600,4566900,Edirne,Uzunköprü,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Baltalık,YAPRAKLI+YAPRAKLI,Orta Kapalı,Sırt,Orman,Orman,Statüsüz,,Orman Degil, ,2,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,,2,,Sosyal Baskılı Alanlar,Az,Heterojen,,Yok,,Örtülü,Ölü Örtü Kaplı,,Ham Humus,Saf Yapraklı,,1,,ERGİN ÇAĞATAY ÇANKAYA,21-07-2019,2019,4,25.155,26.445,112.875,164.475,480.525,645,13.7
37380,,,İSTANBUL,Edirne,UZUNKÖPRÜ,26.840383,41.118283,MlMcab3,MlMcab3,3,360,20,Kuzey Batı,277,486600,4551900,Edirne,Uzunköprü,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Orman,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,B,2,,En Yüksek Miktarda Yapacak Odun Üretimi,Az,Heterojen,,Yok,,Örtülü,Ölü Örtü Kaplı,,Ham Humus,Saf Yapraklı,,2,,ERGİN ÇAĞATAY ÇANKAYA,21-07-2019,2019,4,50.078,52.822,120.05,222.95,463.05,686,12.7
37390,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.840449,41.091259,Z,Z,0,753,8,Düzlük,210,486600,4548900,Tekirdağ,Malkara,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,Bilinmiyor,Bilinmiyor,Statüsüz,,,,,,İşletilmeyen ,Açıklık Alan,Özel,Yok,,-1,,Kadastro Dışı Ağaçlık Alan ,Yok,,,,,,Yok,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,05-08-2020,2020,5,26.754,28.126,120.05,174.93,511.07,686,12.7
41893,,,İSTANBUL,Edirne,Edirne,26.875503,41.442607,Z,Z,0,520,7,Düzlük,80,489600,4587900,Edirne,Havsa,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,Bilinmiyor,Bilinmiyor,Statüsüz,,,,,,İşletilmeyen ,Açıklık Alan,Özel,Yok,,-1,,Kadastro Dışı Ağaçlık Alan ,Yok,,,,,,Yok,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,05-08-2019,2019,4,24.414,25.666,109.55,159.63,466.37,626,13.7
41983,,,İSTANBUL,EDİRNE,UZUNKÖPRÜ ,26.875965,41.199399,McGnab2,McGnab2,3,118,20,Güney,177,489600,4560900,Edirne,Uzunköprü,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Gevşek Kapalı,Üst Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Az,Heterojen,,Yok,,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı Karışık,1,,1,ERGİN ÇAĞATAY ÇANKAYA,02-08-2023,2023,3,48.545,51.205,116.375,216.125,448.875,665,13.2
42003,,,İSTANBUL,Edirne,UZUNKÖPRÜ,26.876067,41.145351,Z,Z,0,371,20,Düzlük,180,489600,4554900,Edirne,Uzunköprü,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,Bilinmiyor,Bilinmiyor,Statüsüz,,,,,,İşletilmeyen ,Açıklık Alan,Özel,Yok,,-1,,Kadastro Dışı Ağaçlık Alan ,Yok,,,,,,Yok,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,21-07-2020,2020,5,26.481,27.839,118.825,173.145,505.855,679,12.8
42023,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.876169,41.091303,ÇkMcb3*,ÇkMcb3*,4,559,5,Düzlük,280,489600,4548900,Tekirdağ,Malkara,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Taban,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Az,Heterojen,,Yok,2,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Saf Yapraklı,2,,1,ERGİN ÇAĞATAY ÇANKAYA,16-06-2022,2022,2,49.567,52.283,118.825,220.675,458.325,679,12.9
42033,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.87622,41.064278,Çkb3*,Çkb3*,4,593,5,Düzlük,207,489600,4545900,Tekirdağ,Malkara,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Üst Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Az,Homojen,,Yok,,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı + İbreli Karışık,2,,2,ERGİN ÇAĞATAY ÇANKAYA,02-08-2023,2023,3,49.64,52.36,119,221,459,680,13
42083,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.876472,40.929155,Z,Z,0,753,3,Batı,178,489600,4530900,Tekirdağ,Malkara,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Üst Yamaç,Mera/Çayır,Mera/Çayır,Statüsüz,,Orman,Orman,2,ZİRAAT,İşletilmeyen ,Açıklık Alan,Devlet Ormanı,Yok,,Koruma Amaçlı Önlem Yok,,Kadastro Dışı Ağaçlık Alan ,Yok,,,Yok,,Örtülü,Yeşillenmiş,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,30-07-2023,2023,3,26.559,27.921,119.175,173.655,507.345,681,13.2
42123,,,İSTANBUL,TEKİRDAĞ,KUŞTEPE,26.876673,40.821054,Çza*,Çza*,3,68,25,Güney Doğu,141,489600,4518900,Tekirdağ,Malkara,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman,Orman,,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,A,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Yok,Yok,,Yok,5,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,İbreli Karışık,3,,2,ERGİN ÇAĞATAY ÇANKAYA,18-08-2022,2022,2,50.589,53.361,121.275,225.225,467.775,693,13.1
42133,,,İSTANBUL,TEKİRDAĞ,KUŞTEPE,26.876723,40.794029,MzMlab1,MzMlab1,4,231,15,Kuzey Doğu,288,489600,4515900,Tekirdağ,Malkara,Akdeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman,Orman,,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Yok,,,Yok,,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı Karışık,1,,1,ERGİN ÇAĞATAY ÇANKAYA,29-07-2023,2023,3,50.589,53.361,121.275,225.225,467.775,693,13.1
42143,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.876773,40.767003,Mzb3,Mzb3,4,419,37,Güney Batı,443,489600,4512900,Tekirdağ,Malkara,Akdeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Üst Yamaç,Orman,Orman,Statüsüz,,Orman,Orman,,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,B,2,,En Yüksek Miktarda Yapacak Odun Üretimi,Yok,,,,5,,Yeşillenmiş,,Ham Humus,Saf Yapraklı,,"0,10",,ERGİN ÇAĞATAY ÇANKAYA,10-08-2019,2019,4,53.363,56.287,127.925,237.575,493.425,731,12.1
46527,,,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ,26.911526,41.361572,Z,Z,0,229,4,Düzlük,65,492600,4578900,Kırklareli,Pehlivanköy,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,Bilinmiyor,Bilinmiyor,Statüsüz,,,,,,İşletilmeyen ,Açıklık Alan,Özel,Yok,,-1,,Tarım arazisi ,Yok,,,,,,Yok,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,05-08-2019,2019,4,24.531,25.789,110.075,160.395,468.605,629,13.9
46537,,,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ,26.911562,41.334549,Z,Z,0,230,9,Düzlük,32,492600,4575900,Edirne,Uzunköprü,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,Bilinmiyor,Bilinmiyor,Statüsüz,,,,,,İşletilmeyen ,Açıklık Alan,Özel,Yok,,-1,,Tarım arazisi ,Yok,,,,,,Yok,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,05-08-2020,2020,5,24.531,25.789,110.075,160.395,468.605,629,13.9
46587,,,İSTANBUL,Edirne,UZUNKÖPRÜ,26.911745,41.199432,BMc,BMc,0,136,23,Kuzey Batı,139,492600,4560900,Edirne,Uzunköprü,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Baltalık,YAPRAKLI,Boşluklu Kapalı,Sırt,Orman,Orman,Statüsüz,,Orman,ARDIÇ TEPE DEVLET ORMANI,1,ZİRAAT,İşletilen Orman,Değişikyaşlı ve Düşey Kapalı,Devlet Ormanı,Çok Katlı,,2,,En Yüksek Miktarda Yapacak Odun Üretimi,Az,Heterojen,,Yok,,Örtülü,Ölü Örtü Kaplı,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,21-07-2020,2020,5,25.935,27.265,116.375,169.575,495.425,665,13.2
46637,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.911925,41.064311,OT,OT,0,606,10,Doğu,187,492600,4545900,Tekirdağ,Malkara,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Orman,Orman,Statüsüz,,Orman Degil, ,2,ZİRAAT,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,,2,,Sosyal Baskılı Alanlar,Yok,,,,,,Yok,,Çürüntülü Yaprak,Yapraklı Karışık,,"0,20",,ERGİN ÇAĞATAY ÇANKAYA,05-08-2020,2020,5,26.52,27.88,119,173.4,506.6,680,13
46737,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.912284,40.794061,McMzab3,McMzab3,4,240,25,Güney Doğu,308,492600,4515900,Tekirdağ,Malkara,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Orta Yamaç,Orman,Orman,Statüsüz,,Orman,Orman,,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,B,2,,En Yüksek Miktarda Yapacak Odun Üretimi,Yok,,,,,,Yabanlaşmış,,Ham Humus,Saf Yapraklı,,"0,10",,ERGİN ÇAĞATAY ÇANKAYA,10-08-2020,2020,5,50.589,53.361,121.275,225.225,467.775,693,13.1
46747,,,İSTANBUL,TEKİRDAĞ,KUŞTEPE,26.912319,40.767035,Mzb3,Mzb3,4,437,35,Güney,414,492600,4512900,Tekirdağ,Malkara,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Alt Yamaç,Orman,Orman,Statüsüz,,Orman,Devlet Ormanı,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Az,Heterojen,,Yok,25,Örtülü,Ölü Örtü Kaplı,,Çürüntü Mul,Saf Yapraklı,2,,1,ERGİN ÇAĞATAY ÇANKAYA,06-01-2022,2021,1,53.363,56.287,127.925,237.575,493.425,731,12.1
51465,,,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ,26.94735,41.41564,Z,Z,0,229,4,Düzlük,35,495600,4584900,Kırklareli,Pehlivanköy,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,Bilinmiyor,Bilinmiyor,Statüsüz,,,,,,İşletilmeyen ,Açıklık Alan,Özel,Yok,,-1,,Tarım arazisi ,Yok,,,,,,Yok,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,05-08-2019,2019,4,24.297,25.543,109.025,158.865,464.135,623,13.9
51485,,,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ ,26.947394,41.361594,Z,Z,0,229,2,Dere İçi,42,495600,4578900,Kırklareli,Pehlivanköy,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Taban,Ziraat,Ziraat,Statüsüz,,,,,,İşletilmeyen ,Aynıyaşlı Maktalı,Özel Orman,Tek Katlı,,Koruma Amaçlı Önlem Yok,,Tarım arazisi ,Yok,,,Yok,,Çıplak,,Yumuşak,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,14-12-2021,2021,1,24.453,25.707,109.725,159.885,467.115,627,13.9
51535,,,İSTANBUL,EDİRNE,UZUNKÖPRÜ ,26.947502,41.226477,Z,Z,0,70,0,Düzlük,198,495600,4563900,Tekirdağ,Hayrabolu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Taban,Ziraat,Ziraat,Statüsüz,,,,,,İşletilmeyen ,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,,Koruma Amaçlı Önlem Yok,,Kadastro Dışı Ağaçlık Alan ,Az,Heterojen,böğürtlen,Bataklık Vejetasyonu,,Örtülü,Yabanlaşmış,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,18-12-2021,2021,1,25.818,27.142,115.85,168.81,493.19,662,13.2
51575,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.947588,41.118382,Me,Me,0,573,14,Batı,179,495600,4551900,Tekirdağ,Hayrabolu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Orman,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,,2,,Kadastro Dışı Ağaçlık Alan ,Az,Heterojen,,Yok,10,Örtülü,Ölü Örtü Kaplı,,Ham Humus,Saf Yapraklı,,"0,50",,ERGİN ÇAĞATAY ÇANKAYA,05-08-2020,2020,5,26.208,27.552,117.6,171.36,500.64,672,13.1
51695,,,İSTANBUL,TEKİRDAĞ,KUŞTEPE,26.947844,40.794083,MzGna3,MzGna3,5,167,30,Kuzey,278,495600,4515900,Tekirdağ,Malkara,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman,Orman,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,A,Koruma Amaçlı Önlem Yok,,Toprak Koruma,Çok,Heterojen,,Yok,5,Örtülü,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,2,,1,ERGİN ÇAĞATAY ÇANKAYA,17-08-2022,2022,2,50.735,53.515,121.625,225.875,469.125,695,13.2
51705,,,İSTANBUL,TEKİRDAĞ,KUŞTEPE,26.947865,40.767057,OT,OT,0,347,20,Doğu,359,495600,4512900,Tekirdağ,Malkara,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Açıklık Alan,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Sulak Alan,Sulak Alan,Statüsüz,,Orman,Orman,1,ZİRAAT,Yok,Açıklık Alan,Devlet Ormanı,Yok,,Koruma Amaçlı Önlem Yok,,Toprak Koruma,Yok,,,Yok,25,Örtülü,Yabanlaşmış,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,29-07-2023,2023,3,28.353,29.807,127.225,185.385,541.615,727,12.3
51719,,,İSTANBUL,TEKİRDAĞ,HELVATEPE,26.947971,40.631926,Çzc3,Çzc3,3,391,3,Kuzey Doğu,86,495600,4497900,Çanakkale,Gelibolu,Akdeniz kiyi kusagi,Tohum Kökenli,Koru,IBRELI,Normal Kapalı,Orta Yamaç,Sulak Alan,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Endüstriyel Ağaçlandırma,Devlet Ormanı,Tek Katlı,C,Koruma Amaçlı Önlem Yok,,İçme Suyu Koruma,Yok,,,Yok,2,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Saf İbreli,2,,2,ERGİN ÇAĞATAY ÇANKAYA,29-07-2023,2023,3,49.421,52.129,118.475,220.025,456.975,677,14.1
51729,,,İSTANBUL,TEKİRDAĞ,ŞARKÖY,26.947992,40.6049,Çzc2,Çzc2,3,520,12,Güney Batı,92,495600,4494900,Çanakkale,Gelibolu,Akdeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Orta Kapalı,Orta Yamaç,Sulak Alan,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,C,2,,En Yüksek Miktarda Yapacak Odun Üretimi,Az,Heterojen,,Yok,,Örtülü,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,,"0,50",,ERGİN ÇAĞATAY ÇANKAYA,11-08-2019,2019,4,50.881,53.669,121.975,226.525,470.475,697,13.6
51739,,,İSTANBUL,TEKİRDAĞ,ŞARKÖY,26.948013,40.577873,Çzb3,Çzb3,3,565,22,Güney Doğu,164,495600,4491900,Tekirdağ,Şarköy,Akdeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Orta Kapalı,Orta Yamaç,Orman,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,B,2,,En Yüksek Miktarda Yapacak Odun Üretimi,Yok,,,,30,,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,,"0,50",,ERGİN ÇAĞATAY ÇANKAYA,11-08-2020,2020,5,49.932,52.668,119.7,222.3,461.7,684,14
51749,,,İSTANBUL,TEKİRDAĞ,HELVATEPE,26.948033,40.550846,Çzbc3,Çzbc3,3,603,2,Düzlük,5,495600,4488900,Tekirdağ,Şarköy,Akdeniz kiyi kusagi,Tohum Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Taban,Orman,Orman,Statülü,Diğer,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,Doğal Sit Alanları ,Az,Heterojen,,Yok,5,Örtülü,Ölü Örtü Kaplı,,Çürüntü Mul,Yapraklı + İbreli Karışık,2,,1,ERGİN ÇAĞATAY ÇANKAYA,08-01-2022,2021,1,49.932,52.668,119.7,222.3,461.7,684,14
56296,,,İSTANBUL,KIRKLARELİ,TOPÇUKAYA ,26.983086,42.03714,Mbc2,Mbc2,3,85,35,Batı,450,498600,4653900,İstanbul,Kofçaz,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,Ulusal Sınır ve Stratejik Alanlar,Orta,Homojen,,Yok,,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Saf Yapraklı,2,,2,ERGİN ÇAĞATAY ÇANKAYA,06-08-2023,2023,3,47.596,50.204,114.1,211.9,440.1,652,11.6
56305,,,İSTANBUL,KIRKLARELİ,KOFÇAZ,26.983093,42.01012,Mbc2,Mbc2,3,112,16,Güney Doğu,382,498600,4650900,Kırklareli,Kofçaz,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI,Orta Kapalı,Orta Yamaç,Orman,Orman,Statüsüz,,Orman,ORMAN,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,B,2,,Ulusal Sınır ve Stratejik Alanlar,Orta,Heterojen,,Yok,,,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,,1,,ERGİN ÇAĞATAY ÇANKAYA,09-09-2019,2019,4,47.596,50.204,114.1,211.9,440.1,652,11.6
56315,,,İSTANBUL,KIRKLARELİ,KOFÇAZ,26.9831,41.9831,Z,Z,0,119,14,Güney Batı,394,498600,4647900,Kırklareli,Kofçaz,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Orman,Orman,Statüsüz,,Orman Degil, ,3,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,,2,,Tarım arazisi ,Yok,,,,,,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,,"0,50",,ERGİN ÇAĞATAY ÇANKAYA,09-09-2020,2020,5,25.311,26.609,113.575,165.495,483.505,649,11.8
56325,,,İSTANBUL,EDİRNE,LALAPAŞA,26.983107,41.95608,Çkbc3,Çkbc3,2,200,5,Kuzey,403,498600,4644900,Kırklareli,Kofçaz,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+YAPRAKLI,Gevşek Kapalı,Tepe,Orman,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Az,Heterojen,,Yok,9,Örtülü,Yeşillenmiş,,Çürüntü Mul,Yapraklı + İbreli Karışık,2,,1,ERGİN ÇAĞATAY ÇANKAYA,13-12-2021,2021,1,46.501,49.049,111.475,207.025,429.975,637,12.1
56335,,,İSTANBUL,EDİRNE,LALAPAŞA,26.983114,41.92906,Çkbc1,Çkbc1,2,275,25,Kuzey Batı,360,498600,4641900,Kırklareli,Kofçaz,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,IBRELI+YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Ziraat,Orman,Statüsüz,,Orman Degil, ,1,İSKAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Orta,Heterojen,,Yok,35,Örtülü,Yeşillenmiş,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,01-08-2022,2022,2,24.843,26.117,111.475,162.435,474.565,637,12.1
56355,,,İSTANBUL,KIRKLARELİ,KIRKLARELİ,26.983128,41.875019,BM,BM,0,568,9,Kuzey Batı,291,498600,4635900,Kırklareli,Merkez,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Açıklık Alan,YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Orman,Orman,Statüsüz,,Orman,ORMAN,1,ZİRAAT,İşletilen Orman,Açıklık Alan,Devlet Ormanı,Yok,,2,,En Yüksek Miktarda Yapacak Odun Üretimi,Yok,,,,5,,Ölü Örtü Kaplı,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,24-08-2019,2019,4,24.57,25.83,110.25,160.65,469.35,630,12.4
